20002 70000
20001 9953 0
9953 18394 -6820
9953 15511 -9509
9953 17188 -8241
20001 9954 0
9954 19913 -5528
9954 11977 -999
9954 11846 -9447
9954 18683 -1769
9954 18809 -1234
9954 19172 -8505
20001 9955 0
9955 11756 -4330
9955 18283 -3224
9955 16494 -7874
20001 9956 0
9956 18233 -7012
9956 11889 -7746
9956 11479 -1303
9956 11817 -2499
9956 18878 -6289
20001 9957 0
9957 19020 -8850
9957 15846 -110
9957 16412 -1591
9957 19281 -6215
9957 14494 -577
20001 9958 0
9958 18081 -3828
9958 14230 -9263
9958 18932 -6701
9958 12879 -6548
9958 13525 -84
9958 12913 -1476
9958 17073 -1030
9958 14599 -9312
20001 9959 0
9959 10671 -6967
9959 19977 -9141
20001 9960 0
9960 13183 -5520
9960 11581 -8231
20001 9961 0
9961 17894 -653
9961 13929 -4255
20001 9962 0
9962 11069 -3212
9962 14868 -1476
9962 18724 -12
20001 9963 0
9963 16932 -6861
9963 14038 -3556
9963 13176 -5321
9963 13042 -4491
20001 9964 0
9964 14514 -9989
9964 15978 -875
9964 15055 -4620
20001 9965 0
9965 11524 -8562
9965 17243 -3786
9965 13255 -952
9965 11580 -3006
9965 19651 -8033
9965 17603 -5605
20001 9966 0
9966 19037 -2252
9966 10535 -2751
9966 15916 -5104
9966 19420 -851
9966 14589 -4932
9966 18781 -4493
9966 19437 -8729
20001 9967 0
9967 15580 -1894
9967 13967 -8856
9967 12873 -2904
9967 14341 -155
9967 10438 -1159
9967 12291 -7085
9967 17303 -1774
9967 11059 -9581
20001 9968 0
9968 16279 -3869
9968 14840 -5692
9968 17675 -21
9968 17522 -8712
9968 10810 -571
9968 14604 -9037
9968 18523 -6107
20001 9969 0
9969 16953 -8952
9969 16296 -7898
9969 13294 -8771
9969 10920 -7101
9969 15192 -8288
20001 9970 0
9970 11564 -8816
9970 11650 -2028
20001 9971 0
9971 13352 -6034
9971 12252 -7947
20001 9972 0
9972 16835 -9365
9972 10918 -4721
9972 17948 -4087
9972 14614 -6635
20001 9973 0
9973 11130 -8431
9973 18312 -3438
9973 12169 -9321
9973 11623 -6075
9973 11877 -6916
9973 10978 -8866
20001 9974 0
9974 12299 -1102
9974 10674 -8907
9974 18054 -1383
9974 17452 -1584
9974 15166 -361
9974 15578 -6464
9974 14257 -1726
9974 18980 -5539
20001 9975 0
9975 11772 -4681
9975 16834 -8577
9975 13513 -4742
20001 9976 0
9976 16707 -6865
9976 11831 -8152
9976 12140 -1704
9976 17499 -7090
9976 16278 -6972
20001 9977 0
9977 18556 -8775
9977 19425 -7312
9977 11528 -4802
9977 14440 -8752
20001 9978 0
9978 16136 -6916
9978 15813 -229
9978 18327 -2221
9978 15978 -9800
9978 12268 -4031
9978 11413 -8698
9978 11067 -5472
20001 9979 0
9979 14712 -6532
9979 11820 -2550
9979 11334 -8185
9979 11515 -4699
9979 19696 -3638
9979 16674 -4848
9979 18145 -2273
20001 9980 0
9980 11528 -8751
9980 15278 -4120
9980 10374 -7003
9980 17964 -1936
9980 14287 -7304
20001 9981 0
9981 17580 -3588
9981 10575 -6995
9981 18161 -4741
9981 16681 -4564
9981 14891 -475
9981 16211 -5686
20001 9982 0
9982 19707 -4008
9982 11084 -8489
9982 13763 -3037
9982 16856 -7606
20001 9983 0
9983 18227 -8667
9983 16717 -3757
9983 17913 -3410
9983 12937 -9067
9983 19866 -1311
20001 9984 0
9984 17724 -5575
9984 17785 -8125
9984 17875 -6028
20001 9985 0
9985 14905 -9904
9985 16826 -6621
9985 15078 -4049
20001 9986 0
9986 16917 -8242
9986 11368 -3108
9986 19804 -7450
9986 19018 -94
9986 17473 -6311
9986 13479 -7351
9986 14249 -1876
20001 9987 0
20001 9988 0
9988 14992 -2107
9988 10463 -7135
9988 13474 -5270
20001 9989 0
9989 13410 -9703
9989 11561 -1945
9989 19365 -1204
9989 19719 -621
20001 9990 0
9990 18998 -971
9990 11311 -7781
9990 13000 -308
9990 16022 -7560
20001 9991 0
9991 12369 -6308
9991 16984 -5451
9991 10323 -8733
9991 12120 -5317
9991 15726 -6213
9991 19967 -3629
9991 17350 -94
20001 9992 0
9992 15723 -3022
9992 17963 -2041
9992 19431 -7538
9992 15328 -4763
9992 10028 -6070
9992 18880 -6387
9992 11610 -2428
9992 13493 -2783
20001 9993 0
9993 14206 -1781
9993 14442 -1961
9993 15084 -8148
9993 16392 -1362
9993 12936 -3961
9993 10569 -2584
20001 9994 0
9994 17568 -5412
9994 13223 -188
20001 9995 0
9995 10736 -8535
9995 17024 -8238
9995 15636 -5445
9995 11741 -6280
9995 14677 -7885
9995 19979 -6344
9995 11591 -9824
20001 9996 0
9996 17628 -2303
9996 10132 -1034
9996 19796 -8620
9996 13469 -2328
9996 16790 -9931
9996 11818 -2213
20001 9997 0
9997 12545 -6839
9997 11096 -1707
9997 19696 -3760
9997 14344 -4423
9997 18108 -4359
9997 19012 -205
9997 14993 -9875
9997 18077 -6026
20001 9998 0
9998 12859 -3560
9998 15167 -6774
9998 12830 -8853
20001 9999 0
9999 10550 -1972
9999 14158 -2481
9999 19996 -1464
9999 14436 -6769
9999 11080 -568
20001 10000 0
10000 15408 -6470
10000 15793 -4219
10000 11036 -313
10000 15969 -3948
10000 19254 -9473
10000 10689 -8939
10000 18151 -3009
10000 15435 -1467
10000 12004 -5217
10001 20002 0
10002 20002 0
10003 20002 0
10004 20002 0
10005 20002 0
10006 20002 0
10007 20002 0
10008 20002 0
10009 20002 0
10010 20002 0
10011 20002 0
10012 20002 0
10013 20002 0
10014 20002 0
10015 20002 0
10016 20002 0
10017 20002 0
10018 20002 0
10019 20002 0
10020 20002 0
10021 20002 0
10022 20002 0
10023 20002 0
10024 20002 0
10025 20002 0
10026 20002 0
10027 20002 0
10028 20002 0
10029 20002 0
10030 20002 0
10031 20002 0
10032 20002 0
10033 20002 0
10034 20002 0
10035 20002 0
10036 20002 0
10037 20002 0
10038 20002 0
10039 20002 0
10040 20002 0
10041 20002 0
10042 20002 0
10043 20002 0
10044 20002 0
10045 20002 0
10046 20002 0
10047 20002 0
10048 20002 0
10049 20002 0
10050 20002 0
10051 20002 0
10052 20002 0
10053 20002 0
10054 20002 0
10055 20002 0
10056 20002 0
10057 20002 0
10058 20002 0
10059 20002 0
10060 20002 0
10061 20002 0
10062 20002 0
10063 20002 0
10064 20002 0
10065 20002 0
10066 20002 0
10067 20002 0
10068 20002 0
10069 20002 0
10070 20002 0
10071 20002 0
10072 20002 0
10073 20002 0
10074 20002 0
10075 20002 0
10076 20002 0
10077 20002 0
10078 20002 0
10079 20002 0
10080 20002 0
10081 20002 0
10082 20002 0
10083 20002 0
10084 20002 0
10085 20002 0
10086 20002 0
10087 20002 0
10088 20002 0
10089 20002 0
10090 20002 0
10091 20002 0
10092 20002 0
10093 20002 0
10094 20002 0
10095 20002 0
10096 20002 0
10097 20002 0
10098 20002 0
10099 20002 0
10100 20002 0
10101 20002 0
10102 20002 0
10103 20002 0
10104 20002 0
10105 20002 0
10106 20002 0
10107 20002 0
10108 20002 0
10109 20002 0
10110 20002 0
10111 20002 0
10112 20002 0
10113 20002 0
10114 20002 0
10115 20002 0
10116 20002 0
10117 20002 0
10118 20002 0
10119 20002 0
10120 20002 0
10121 20002 0
10122 20002 0
10123 20002 0
10124 20002 0
10125 20002 0
10126 20002 0
10127 20002 0
10128 20002 0
10129 20002 0
10130 20002 0
10131 20002 0
10132 20002 0
10133 20002 0
10134 20002 0
10135 20002 0
10136 20002 0
10137 20002 0
10138 20002 0
10139 20002 0
10140 20002 0
10141 20002 0
10142 20002 0
10143 20002 0
10144 20002 0
10145 20002 0
10146 20002 0
10147 20002 0
10148 20002 0
10149 20002 0
10150 20002 0
10151 20002 0
10152 20002 0
10153 20002 0
10154 20002 0
10155 20002 0
10156 20002 0
10157 20002 0
10158 20002 0
10159 20002 0
10160 20002 0
10161 20002 0
10162 20002 0
10163 20002 0
10164 20002 0
10165 20002 0
10166 20002 0
10167 20002 0
10168 20002 0
10169 20002 0
10170 20002 0
10171 20002 0
10172 20002 0
10173 20002 0
10174 20002 0
10175 20002 0
10176 20002 0
10177 20002 0
10178 20002 0
10179 20002 0
10180 20002 0
10181 20002 0
10182 20002 0
10183 20002 0
10184 20002 0
10185 20002 0
10186 20002 0
10187 20002 0
10188 20002 0
10189 20002 0
10190 20002 0
10191 20002 0
10192 20002 0
10193 20002 0
10194 20002 0
10195 20002 0
10196 20002 0
10197 20002 0
10198 20002 0
10199 20002 0
10200 20002 0
10201 20002 0
10202 20002 0
10203 20002 0
10204 20002 0
10205 20002 0
10206 20002 0
10207 20002 0
10208 20002 0
10209 20002 0
10210 20002 0
10211 20002 0
10212 20002 0
10213 20002 0
10214 20002 0
10215 20002 0
10216 20002 0
10217 20002 0
10218 20002 0
10219 20002 0
10220 20002 0
10221 20002 0
10222 20002 0
10223 20002 0
10224 20002 0
10225 20002 0
10226 20002 0
10227 20002 0
10228 20002 0
10229 20002 0
10230 20002 0
10231 20002 0
10232 20002 0
10233 20002 0
10234 20002 0
10235 20002 0
10236 20002 0
10237 20002 0
10238 20002 0
10239 20002 0
10240 20002 0
10241 20002 0
10242 20002 0
10243 20002 0
10244 20002 0
10245 20002 0
10246 20002 0
10247 20002 0
10248 20002 0
10249 20002 0
10250 20002 0
10251 20002 0
10252 20002 0
10253 20002 0
10254 20002 0
10255 20002 0
10256 20002 0
10257 20002 0
10258 20002 0
10259 20002 0
10260 20002 0
10261 20002 0
10262 20002 0
10263 20002 0
10264 20002 0
10265 20002 0
10266 20002 0
10267 20002 0
10268 20002 0
10269 20002 0
10270 20002 0
10271 20002 0
10272 20002 0
10273 20002 0
10274 20002 0
10275 20002 0
10276 20002 0
10277 20002 0
10278 20002 0
10279 20002 0
10280 20002 0
10281 20002 0
10282 20002 0
10283 20002 0
10284 20002 0
10285 20002 0
10286 20002 0
10287 20002 0
10288 20002 0
10289 20002 0
10290 20002 0
10291 20002 0
10292 20002 0
10293 20002 0
10294 20002 0
10295 20002 0
10296 20002 0
10297 20002 0
10298 20002 0
10299 20002 0
10300 20002 0
10301 20002 0
10302 20002 0
10303 20002 0
10304 20002 0
10305 20002 0
10306 20002 0
10307 20002 0
10308 20002 0
10309 20002 0
10310 20002 0
10311 20002 0
10312 20002 0
10313 20002 0
10314 20002 0
10315 20002 0
10316 20002 0
10317 20002 0
10318 20002 0
10319 20002 0
10320 20002 0
10321 20002 0
10322 20002 0
10323 20002 0
10324 20002 0
10325 20002 0
10326 20002 0
10327 20002 0
10328 20002 0
10329 20002 0
10330 20002 0
10331 20002 0
10332 20002 0
10333 20002 0
10334 20002 0
10335 20002 0
10336 20002 0
10337 20002 0
10338 20002 0
10339 20002 0
10340 20002 0
10341 20002 0
10342 20002 0
10343 20002 0
10344 20002 0
10345 20002 0
10346 20002 0
10347 20002 0
10348 20002 0
10349 20002 0
10350 20002 0
10351 20002 0
10352 20002 0
10353 20002 0
10354 20002 0
10355 20002 0
10356 20002 0
10357 20002 0
10358 20002 0
10359 20002 0
10360 20002 0
10361 20002 0
10362 20002 0
10363 20002 0
10364 20002 0
10365 20002 0
10366 20002 0
10367 20002 0
10368 20002 0
10369 20002 0
10370 20002 0
10371 20002 0
10372 20002 0
10373 20002 0
10374 20002 0
10375 20002 0
10376 20002 0
10377 20002 0
10378 20002 0
10379 20002 0
10380 20002 0
10381 20002 0
10382 20002 0
10383 20002 0
10384 20002 0
10385 20002 0
10386 20002 0
10387 20002 0
10388 20002 0
10389 20002 0
10390 20002 0
10391 20002 0
10392 20002 0
10393 20002 0
10394 20002 0
10395 20002 0
10396 20002 0
10397 20002 0
10398 20002 0
10399 20002 0
10400 20002 0
10401 20002 0
10402 20002 0
10403 20002 0
10404 20002 0
10405 20002 0
10406 20002 0
10407 20002 0
10408 20002 0
10409 20002 0
10410 20002 0
10411 20002 0
10412 20002 0
10413 20002 0
10414 20002 0
10415 20002 0
10416 20002 0
10417 20002 0
10418 20002 0
10419 20002 0
10420 20002 0
10421 20002 0
10422 20002 0
10423 20002 0
10424 20002 0
10425 20002 0
10426 20002 0
10427 20002 0
10428 20002 0
10429 20002 0
10430 20002 0
10431 20002 0
10432 20002 0
10433 20002 0
10434 20002 0
10435 20002 0
10436 20002 0
10437 20002 0
10438 20002 0
10439 20002 0
10440 20002 0
10441 20002 0
10442 20002 0
10443 20002 0
20001 10444 0
10445 20002 0
10446 20002 0
10447 20002 0
10448 20002 0
10449 20002 0
10450 20002 0
10451 20002 0
10452 20002 0
10453 20002 0
10454 20002 0
10455 20002 0
10456 20002 0
10457 20002 0
10458 20002 0
10459 20002 0
10460 20002 0
10461 20002 0
10462 20002 0
10463 20002 0
10464 20002 0
10465 20002 0
10466 20002 0
10467 20002 0
10468 20002 0
10469 20002 0
10470 20002 0
10471 20002 0
10472 20002 0
10473 20002 0
10474 20002 0
10475 20002 0
10476 20002 0
10477 20002 0
10478 20002 0
10479 20002 0
10480 20002 0
10481 20002 0
10482 20002 0
10483 20002 0
10484 20002 0
10485 20002 0
10486 20002 0
10487 20002 0
10488 20002 0
10489 20002 0
10490 20002 0
10491 20002 0
10492 20002 0
10493 20002 0
10494 20002 0
10495 20002 0
10496 20002 0
10497 20002 0
10498 20002 0
10499 20002 0
10500 20002 0
10501 20002 0
10502 20002 0
10503 20002 0
10504 20002 0
10505 20002 0
10506 20002 0
10507 20002 0
10508 20002 0
10509 20002 0
10510 20002 0
10511 20002 0
10512 20002 0
10513 20002 0
10514 20002 0
10515 20002 0
10516 20002 0
10517 20002 0
10518 20002 0
10519 20002 0
10520 20002 0
10521 20002 0
10522 20002 0
10523 20002 0
10524 20002 0
10525 20002 0
10526 20002 0
10527 20002 0
10528 20002 0
10529 20002 0
10530 20002 0
10531 20002 0
10532 20002 0
10533 20002 0
10534 20002 0
10535 20002 0
10536 20002 0
10537 20002 0
10538 20002 0
10539 20002 0
10540 20002 0
10541 20002 0
10542 20002 0
10543 20002 0
10544 20002 0
10545 20002 0
10546 20002 0
10547 20002 0
10548 20002 0
10549 20002 0
10550 20002 0
10551 20002 0
10552 20002 0
10553 20002 0
10554 20002 0
10555 20002 0
10556 20002 0
10557 20002 0
10558 20002 0
10559 20002 0
10560 20002 0
10561 20002 0
10562 20002 0
10563 20002 0
10564 20002 0
10565 20002 0
10566 20002 0
10567 20002 0
10568 20002 0
10569 20002 0
10570 20002 0
20001 10571 0
10572 20002 0
10573 20002 0
10574 20002 0
10575 20002 0
10576 20002 0
20001 10577 0
10578 20002 0
10579 20002 0
10580 20002 0
10581 20002 0
10582 20002 0
10583 20002 0
10584 20002 0
10585 20002 0
10586 20002 0
10587 20002 0
10588 20002 0
10589 20002 0
10590 20002 0
10591 20002 0
10592 20002 0
10593 20002 0
10594 20002 0
10595 20002 0
10596 20002 0
10597 20002 0
10598 20002 0
10599 20002 0
10600 20002 0
10601 20002 0
10602 20002 0
10603 20002 0
10604 20002 0
10605 20002 0
10606 20002 0
10607 20002 0
10608 20002 0
10609 20002 0
10610 20002 0
10611 20002 0
10612 20002 0
10613 20002 0
10614 20002 0
10615 20002 0
10616 20002 0
10617 20002 0
10618 20002 0
10619 20002 0
10620 20002 0
10621 20002 0
10622 20002 0
10623 20002 0
10624 20002 0
10625 20002 0
10626 20002 0
10627 20002 0
10628 20002 0
10629 20002 0
20001 10630 0
10631 20002 0
10632 20002 0
10633 20002 0
10634 20002 0
10635 20002 0
10636 20002 0
10637 20002 0
10638 20002 0
10639 20002 0
10640 20002 0
10641 20002 0
10642 20002 0
10643 20002 0
10644 20002 0
10645 20002 0
10646 20002 0
10647 20002 0
10648 20002 0
10649 20002 0
10650 20002 0
10651 20002 0
10652 20002 0
10653 20002 0
10654 20002 0
10655 20002 0
10656 20002 0
10657 20002 0
10658 20002 0
10659 20002 0
10660 20002 0
10661 20002 0
10662 20002 0
10663 20002 0
10664 20002 0
10665 20002 0
10666 20002 0
10667 20002 0
10668 20002 0
10669 20002 0
10670 20002 0
10671 20002 0
10672 20002 0
10673 20002 0
10674 20002 0
10675 20002 0
10676 20002 0
10677 20002 0
10678 20002 0
10679 20002 0
10680 20002 0
10681 20002 0
10682 20002 0
10683 20002 0
10684 20002 0
10685 20002 0
10686 20002 0
10687 20002 0
10688 20002 0
10689 20002 0
10690 20002 0
10691 20002 0
10692 20002 0
10693 20002 0
10694 20002 0
10695 20002 0
10696 20002 0
10697 20002 0
10698 20002 0
10699 20002 0
10700 20002 0
10701 20002 0
10702 20002 0
10703 20002 0
10704 20002 0
10705 20002 0
10706 20002 0
10707 20002 0
10708 20002 0
10709 20002 0
10710 20002 0
10711 20002 0
10712 20002 0
10713 20002 0
10714 20002 0
10715 20002 0
10716 20002 0
10717 20002 0
10718 20002 0
10719 20002 0
10720 20002 0
10721 20002 0
10722 20002 0
10723 20002 0
10724 20002 0
10725 20002 0
10726 20002 0
10727 20002 0
10728 20002 0
10729 20002 0
10730 20002 0
10731 20002 0
20001 10732 0
10733 20002 0
10734 20002 0
10735 20002 0
10736 20002 0
10737 20002 0
10738 20002 0
10739 20002 0
10740 20002 0
10741 20002 0
10742 20002 0
10743 20002 0
10744 20002 0
10745 20002 0
10746 20002 0
10747 20002 0
10748 20002 0
10749 20002 0
10750 20002 0
10751 20002 0
10752 20002 0
10753 20002 0
10754 20002 0
10755 20002 0
10756 20002 0
10757 20002 0
10758 20002 0
10759 20002 0
20001 10760 0
10761 20002 0
10762 20002 0
10763 20002 0
10764 20002 0
10765 20002 0
10766 20002 0
10767 20002 0
10768 20002 0
10769 20002 0
10770 20002 0
10771 20002 0
10772 20002 0
10773 20002 0
10774 20002 0
10775 20002 0
10776 20002 0
10777 20002 0
10778 20002 0
10779 20002 0
10780 20002 0
10781 20002 0
10782 20002 0
10783 20002 0
10784 20002 0
10785 20002 0
10786 20002 0
10787 20002 0
10788 20002 0
10789 20002 0
10790 20002 0
10791 20002 0
10792 20002 0
10793 20002 0
10794 20002 0
10795 20002 0
10796 20002 0
10797 20002 0
10798 20002 0
10799 20002 0
10800 20002 0
10801 20002 0
10802 20002 0
10803 20002 0
10804 20002 0
10805 20002 0
10806 20002 0
10807 20002 0
10808 20002 0
10809 20002 0
10810 20002 0
10811 20002 0
10812 20002 0
10813 20002 0
10814 20002 0
10815 20002 0
10816 20002 0
10817 20002 0
10818 20002 0
10819 20002 0
10820 20002 0
10821 20002 0
10822 20002 0
10823 20002 0
10824 20002 0
10825 20002 0
10826 20002 0
10827 20002 0
10828 20002 0
10829 20002 0
10830 20002 0
10831 20002 0
10832 20002 0
10833 20002 0
10834 20002 0
10835 20002 0
10836 20002 0
10837 20002 0
10838 20002 0
10839 20002 0
10840 20002 0
10841 20002 0
10842 20002 0
10843 20002 0
10844 20002 0
10845 20002 0
10846 20002 0
10847 20002 0
10848 20002 0
10849 20002 0
10850 20002 0
10851 20002 0
10852 20002 0
10853 20002 0
10854 20002 0
10855 20002 0
10856 20002 0
10857 20002 0
10858 20002 0
10859 20002 0
10860 20002 0
10861 20002 0
10862 20002 0
10863 20002 0
10864 20002 0
10865 20002 0
10866 20002 0
10867 20002 0
10868 20002 0
10869 20002 0
10870 20002 0
10871 20002 0
10872 20002 0
10873 20002 0
10874 20002 0
10875 20002 0
10876 20002 0
10877 20002 0
10878 20002 0
10879 20002 0
10880 20002 0
10881 20002 0
10882 20002 0
10883 20002 0
10884 20002 0
10885 20002 0
10886 20002 0
10887 20002 0
10888 20002 0
10889 20002 0
10890 20002 0
10891 20002 0
10892 20002 0
10893 20002 0
10894 20002 0
10895 20002 0
10896 20002 0
10897 20002 0
10898 20002 0
10899 20002 0
10900 20002 0
10901 20002 0
10902 20002 0
10903 20002 0
10904 20002 0
10905 20002 0
10906 20002 0
10907 20002 0
10908 20002 0
10909 20002 0
10910 20002 0
10911 20002 0
10912 20002 0
10913 20002 0
10914 20002 0
10915 20002 0
10916 20002 0
10917 20002 0
10918 20002 0
10919 20002 0
10920 20002 0
10921 20002 0
10922 20002 0
10923 20002 0
10924 20002 0
10925 20002 0
10926 20002 0
10927 20002 0
10928 20002 0
10929 20002 0
10930 20002 0
10931 20002 0
10932 20002 0
10933 20002 0
10934 20002 0
10935 20002 0
10936 20002 0
10937 20002 0
10938 20002 0
10939 20002 0
10940 20002 0
10941 20002 0
10942 20002 0
10943 20002 0
10944 20002 0
10945 20002 0
10946 20002 0
10947 20002 0
10948 20002 0
10949 20002 0
10950 20002 0
10951 20002 0
20001 10952 0
10953 20002 0
10954 20002 0
10955 20002 0
10956 20002 0
10957 20002 0
10958 20002 0
10959 20002 0
10960 20002 0
10961 20002 0
10962 20002 0
10963 20002 0
10964 20002 0
10965 20002 0
10966 20002 0
10967 20002 0
10968 20002 0
10969 20002 0
10970 20002 0
10971 20002 0
10972 20002 0
10973 20002 0
10974 20002 0
10975 20002 0
10976 20002 0
10977 20002 0
10978 20002 0
10979 20002 0
10980 20002 0
10981 20002 0
10982 20002 0
10983 20002 0
10984 20002 0
10985 20002 0
10986 20002 0
10987 20002 0
10988 20002 0
10989 20002 0
10990 20002 0
10991 20002 0
10992 20002 0
10993 20002 0
10994 20002 0
10995 20002 0
10996 20002 0
10997 20002 0
10998 20002 0
10999 20002 0
11000 20002 0
11001 20002 0
11002 20002 0
11003 20002 0
11004 20002 0
11005 20002 0
11006 20002 0
11007 20002 0
11008 20002 0
11009 20002 0
11010 20002 0
11011 20002 0
11012 20002 0
11013 20002 0
11014 20002 0
11015 20002 0
11016 20002 0
11017 20002 0
11018 20002 0
11019 20002 0
11020 20002 0
11021 20002 0
11022 20002 0
11023 20002 0
11024 20002 0
11025 20002 0
11026 20002 0
11027 20002 0
11028 20002 0
11029 20002 0
11030 20002 0
11031 20002 0
11032 20002 0
11033 20002 0
11034 20002 0
11035 20002 0
11036 20002 0
11037 20002 0
11038 20002 0
11039 20002 0
11040 20002 0
11041 20002 0
11042 20002 0
11043 20002 0
11044 20002 0
11045 20002 0
11046 20002 0
11047 20002 0
11048 20002 0
11049 20002 0
11050 20002 0
11051 20002 0
11052 20002 0
11053 20002 0
11054 20002 0
11055 20002 0
11056 20002 0
11057 20002 0
11058 20002 0
11059 20002 0
11060 20002 0
11061 20002 0
11062 20002 0
11063 20002 0
11064 20002 0
11065 20002 0
11066 20002 0
11067 20002 0
11068 20002 0
11069 20002 0
11070 20002 0
11071 20002 0
11072 20002 0
11073 20002 0
11074 20002 0
11075 20002 0
11076 20002 0
11077 20002 0
11078 20002 0
11079 20002 0
11080 20002 0
11081 20002 0
11082 20002 0
11083 20002 0
11084 20002 0
11085 20002 0
11086 20002 0
11087 20002 0
11088 20002 0
11089 20002 0
11090 20002 0
11091 20002 0
11092 20002 0
11093 20002 0
11094 20002 0
11095 20002 0
11096 20002 0
11097 20002 0
11098 20002 0
11099 20002 0
11100 20002 0
11101 20002 0
11102 20002 0
11103 20002 0
11104 20002 0
11105 20002 0
11106 20002 0
11107 20002 0
11108 20002 0
11109 20002 0
11110 20002 0
11111 20002 0
11112 20002 0
11113 20002 0
11114 20002 0
11115 20002 0
11116 20002 0
11117 20002 0
11118 20002 0
11119 20002 0
11120 20002 0
11121 20002 0
11122 20002 0
11123 20002 0
11124 20002 0
11125 20002 0
11126 20002 0
11127 20002 0
11128 20002 0
11129 20002 0
11130 20002 0
11131 20002 0
11132 20002 0
11133 20002 0
11134 20002 0
11135 20002 0
11136 20002 0
11137 20002 0
11138 20002 0
11139 20002 0
11140 20002 0
11141 20002 0
11142 20002 0
11143 20002 0
11144 20002 0
11145 20002 0
11146 20002 0
11147 20002 0
11148 20002 0
11149 20002 0
11150 20002 0
11151 20002 0
11152 20002 0
11153 20002 0
11154 20002 0
11155 20002 0
11156 20002 0
11157 20002 0
11158 20002 0
11159 20002 0
11160 20002 0
11161 20002 0
11162 20002 0
11163 20002 0
11164 20002 0
11165 20002 0
11166 20002 0
11167 20002 0
11168 20002 0
11169 20002 0
11170 20002 0
11171 20002 0
11172 20002 0
11173 20002 0
11174 20002 0
11175 20002 0
11176 20002 0
11177 20002 0
11178 20002 0
11179 20002 0
11180 20002 0
11181 20002 0
11182 20002 0
11183 20002 0
11184 20002 0
11185 20002 0
11186 20002 0
11187 20002 0
11188 20002 0
11189 20002 0
11190 20002 0
11191 20002 0
11192 20002 0
11193 20002 0
11194 20002 0
11195 20002 0
11196 20002 0
11197 20002 0
11198 20002 0
11199 20002 0
11200 20002 0
11201 20002 0
11202 20002 0
11203 20002 0
11204 20002 0
11205 20002 0
11206 20002 0
11207 20002 0
11208 20002 0
11209 20002 0
11210 20002 0
11211 20002 0
11212 20002 0
11213 20002 0
11214 20002 0
11215 20002 0
11216 20002 0
11217 20002 0
11218 20002 0
11219 20002 0
11220 20002 0
11221 20002 0
11222 20002 0
11223 20002 0
11224 20002 0
11225 20002 0
11226 20002 0
11227 20002 0
11228 20002 0
11229 20002 0
11230 20002 0
11231 20002 0
11232 20002 0
11233 20002 0
11234 20002 0
11235 20002 0
11236 20002 0
11237 20002 0
11238 20002 0
11239 20002 0
11240 20002 0
11241 20002 0
11242 20002 0
11243 20002 0
11244 20002 0
11245 20002 0
11246 20002 0
11247 20002 0
11248 20002 0
11249 20002 0
11250 20002 0
11251 20002 0
11252 20002 0
11253 20002 0
11254 20002 0
11255 20002 0
11256 20002 0
11257 20002 0
11258 20002 0
11259 20002 0
11260 20002 0
11261 20002 0
11262 20002 0
11263 20002 0
11264 20002 0
11265 20002 0
11266 20002 0
11267 20002 0
11268 20002 0
11269 20002 0
11270 20002 0
11271 20002 0
11272 20002 0
11273 20002 0
11274 20002 0
11275 20002 0
11276 20002 0
11277 20002 0
11278 20002 0
11279 20002 0
11280 20002 0
11281 20002 0
11282 20002 0
11283 20002 0
11284 20002 0
11285 20002 0
11286 20002 0
11287 20002 0
11288 20002 0
11289 20002 0
11290 20002 0
11291 20002 0
11292 20002 0
11293 20002 0
11294 20002 0
11295 20002 0
11296 20002 0
11297 20002 0
11298 20002 0
11299 20002 0
11300 20002 0
11301 20002 0
11302 20002 0
11303 20002 0
11304 20002 0
11305 20002 0
11306 20002 0
11307 20002 0
11308 20002 0
11309 20002 0
11310 20002 0
11311 20002 0
11312 20002 0
11313 20002 0
11314 20002 0
11315 20002 0
11316 20002 0
11317 20002 0
11318 20002 0
11319 20002 0
11320 20002 0
11321 20002 0
11322 20002 0
11323 20002 0
11324 20002 0
11325 20002 0
11326 20002 0
11327 20002 0
11328 20002 0
11329 20002 0
11330 20002 0
11331 20002 0
11332 20002 0
11333 20002 0
11334 20002 0
11335 20002 0
11336 20002 0
11337 20002 0
11338 20002 0
11339 20002 0
11340 20002 0
11341 20002 0
11342 20002 0
11343 20002 0
11344 20002 0
11345 20002 0
11346 20002 0
11347 20002 0
11348 20002 0
11349 20002 0
11350 20002 0
11351 20002 0
11352 20002 0
11353 20002 0
11354 20002 0
11355 20002 0
11356 20002 0
11357 20002 0
11358 20002 0
11359 20002 0
11360 20002 0
11361 20002 0
11362 20002 0
11363 20002 0
11364 20002 0
11365 20002 0
11366 20002 0
11367 20002 0
11368 20002 0
11369 20002 0
11370 20002 0
11371 20002 0
11372 20002 0
11373 20002 0
11374 20002 0
11375 20002 0
11376 20002 0
11377 20002 0
11378 20002 0
11379 20002 0
11380 20002 0
11381 20002 0
11382 20002 0
11383 20002 0
11384 20002 0
11385 20002 0
11386 20002 0
11387 20002 0
11388 20002 0
11389 20002 0
11390 20002 0
11391 20002 0
11392 20002 0
11393 20002 0
11394 20002 0
11395 20002 0
11396 20002 0
11397 20002 0
11398 20002 0
11399 20002 0
11400 20002 0
11401 20002 0
11402 20002 0
11403 20002 0
11404 20002 0
11405 20002 0
11406 20002 0
11407 20002 0
11408 20002 0
11409 20002 0
11410 20002 0
11411 20002 0
11412 20002 0
11413 20002 0
11414 20002 0
