2002 7000
814 1188 -3722
814 1273 -1664
814 1924 -429
814 1064 -5706
814 1732 -6876
814 1918 -1117
814 1646 -6200
2001 815 0
815 1053 -8079
815 1160 -1383
815 1555 -4231
815 1681 -3769
815 1142 -4490
815 1255 -159
815 1736 -553
2001 816 0
816 1160 -2598
816 1656 -3561
816 1381 -8588
816 1438 -8243
816 1300 -7815
816 1182 -3962
2001 817 0
817 1906 -9729
817 1371 -5564
817 1661 -6973
817 1532 -1490
817 1390 -5341
817 1855 -6400
817 1115 -1981
2001 818 0
818 1092 -2412
818 1595 -2222
818 1063 -2563
818 1366 -1432
818 1176 -3344
818 1938 -9994
2001 819 0
819 1078 -1895
819 1576 -7008
819 1390 -4161
819 1640 -8332
2001 820 0
820 1381 -8042
820 1984 -8558
2001 821 0
821 1316 -536
821 1787 -4344
821 1345 -4555
821 1526 -2311
821 1414 -3214
821 1670 -7735
821 1309 -638
2001 822 0
822 1342 -9604
822 1480 -7010
822 1081 -2388
822 1018 -2277
822 1778 -4522
822 1896 -4128
822 1859 -73
2001 823 0
823 1809 -5062
823 1508 -4796
823 1491 -2406
823 1537 -9125
823 1295 -956
2001 824 0
824 1360 -8216
824 1335 -4049
824 1578 -539
824 1134 -9569
2001 825 0
825 1274 -830
825 1016 -9850
825 1054 -7202
825 1141 -6540
825 1179 -7633
2001 826 0
826 1801 -9016
826 1168 -9158
826 1197 -2007
2001 827 0
827 1800 -5512
827 1172 -3759
827 1741 -4304
2001 828 0
828 1959 -1425
828 1255 -4199
828 1626 -3557
828 1960 -8624
828 1681 -598
828 1310 -2004
828 1434 -1209
2001 829 0
829 1992 -6500
829 1488 -9118
2001 830 0
830 1070 -8773
830 1896 -9364
2001 831 0
831 1635 -8566
831 1764 -5673
831 1069 -3578
831 1075 -4092
831 1033 -9388
2001 832 0
832 1132 -5127
832 1916 -8260
832 1406 -5050
832 1426 -8900
832 1663 -7400
832 1538 -4933
832 1889 -5014
2001 833 0
833 1298 -6491
833 1931 -5694
833 1156 -5975
833 1325 -8771
833 1111 -5913
2001 834 0
834 1121 -7482
834 1966 -6129
834 1117 -3764
834 1549 -7661
2001 835 0
835 1733 -8160
835 1822 -2979
835 1907 -2456
835 1281 -6496
835 1497 -1195
2001 836 0
836 1175 -2992
836 2000 -6823
836 1502 -3743
836 1559 -6763
836 1039 -2433
836 1681 -5558
2001 837 0
837 1100 -7437
837 1618 -6077
837 1615 -4116
837 1938 -4693
837 1254 -3986
2001 838 0
838 1627 -2820
838 1849 -7280
838 1686 -7680
838 1449 -3632
838 1468 -2786
838 1349 -8664
838 1380 -9309
2001 839 0
839 1435 -8228
839 1780 -3141
839 1504 -6841
839 1822 -949
2001 840 0
840 1159 -9592
840 1132 -8986
840 1408 -6932
840 1471 -8998
2001 841 0
841 1520 -540
841 1675 -850
841 1581 -8138
2001 842 0
842 1100 -5553
842 1001 -6754
842 1639 -5617
842 1382 -1398
2001 843 0
843 1218 -8616
843 1016 -5688
843 1370 -5174
2001 844 0
844 1196 -7638
844 1328 -5949
844 1580 -2215
844 1097 -7048
844 1883 -9663
844 1229 -4988
2001 845 0
845 1023 -5139
845 1048 -7225
845 1011 -4756
845 1010 -443
2001 846 0
846 1255 -1016
846 1836 -9151
846 1347 -9383
846 1182 -160
846 1203 -3587
846 1427 -5672
846 1467 -6306
2001 847 0
847 1494 -6184
847 1491 -4812
847 1425 -3974
847 1163 -9592
847 1907 -1984
847 1989 -8517
847 1110 -2289
847 1255 -4915
2001 848 0
848 1152 -2933
848 1312 -8569
848 1585 -6200
2001 849 0
849 1693 -3271
849 1387 -4237
849 1995 -4292
849 1207 -3591
849 1230 -3135
2001 850 0
850 1025 -2824
850 1006 -3091
850 1175 -2750
850 1294 -9931
850 1693 -8339
850 1984 -8366
850 1844 -3654
2001 851 0
851 1084 -6646
851 1276 -5789
851 1601 -1770
851 1067 -1034
2001 852 0
852 1088 -679
852 1319 -6418
852 1176 -2156
2001 853 0
853 1933 -7886
853 1846 -8747
853 1696 -6196
853 1339 -9307
853 1875 -1859
853 1223 -969
853 1599 -4055
853 1141 -483
853 1215 -397
853 1777 -9428
853 1115 -3199
2001 854 0
854 1443 -5281
854 1843 -7882
854 1956 -9905
854 1739 -785
2001 855 0
855 1344 -3976
855 1165 -411
2001 856 0
856 1068 -7269
856 1624 -2109
2001 857 0
857 1470 -9829
857 1457 -763
857 1679 -3175
2001 858 0
858 1975 -4697
858 1125 -4756
858 1688 -4274
858 1843 -3751
858 1660 -734
858 1628 -7013
858 1415 -1985
2001 859 0
859 1640 -6242
859 1510 -1516
859 1587 -176
859 1399 -2003
2001 860 0
860 1703 -2526
860 1695 -9580
2001 861 0
861 1480 -8284
861 1967 -4112
861 1523 -6592
2001 862 0
862 1155 -865
862 1268 -9109
862 1494 -4841
862 1426 -3736
862 1219 -831
862 1734 -2158
862 1327 -416
862 1244 -1482
862 1087 -3424
2001 863 0
863 1777 -4360
863 1353 -2868
863 1924 -5106
863 1138 -4374
863 1687 -5533
2001 864 0
864 1541 -4312
864 1050 -4694
2001 865 0
865 1148 -2871
865 1740 -584
865 1318 -2471
865 1627 -8386
865 1076 -53
2001 866 0
866 1561 -1693
866 1362 -1488
866 1879 -6621
866 1161 -7107
866 1456 -2941
866 1211 -9976
866 1321 -3685
2001 867 0
867 1944 -6503
867 1480 -9604
867 1674 -8537
867 1047 -8961
867 1802 -1465
867 1938 -5976
867 1800 -781
867 1600 -2781
2001 868 0
868 1342 -4651
868 1422 -3124
2001 869 0
869 1628 -1250
869 1218 -3139
869 1671 -9319
869 1735 -7444
869 1765 -6989
2001 870 0
870 1191 -37
870 1157 -1871
870 1989 -3441
870 1479 -4555
870 1502 -773
2001 871 0
871 1290 -6433
871 1218 -1105
871 1544 -3430
871 1243 -7654
871 1730 -3825
2001 872 0
872 1538 -7737
872 1524 -5186
2001 873 0
873 1466 -2145
873 1971 -7020
873 1558 -7295
873 1513 -9415
873 1523 -4118
2001 874 0
874 1571 -3151
874 1167 -9762
874 1673 -1656
874 1418 -4014
874 1326 -4123
874 1819 -2453
2001 875 0
875 1333 -7689
875 1117 -895
875 1451 -3705
875 1899 -5305
875 1640 -5639
875 1948 -6433
875 1132 -3969
875 1957 -2056
2001 876 0
876 1610 -3793
876 1018 -6913
2001 877 0
877 1584 -985
877 1209 -2747
2001 878 0
878 1328 -7346
878 1948 -7676
878 1141 -1829
878 1684 -5909
2001 879 0
879 1208 -4442
879 1021 -392
879 1492 -152
879 1659 -7263
879 1746 -818
2001 880 0
880 1790 -3049
880 1068 -3463
880 1785 -6268
880 1087 -2936
880 1829 -7731
2001 881 0
881 1905 -3728
881 1996 -397
881 1938 -2772
881 1972 -4146
881 1216 -7944
881 1630 -5243
881 1470 -3283
2001 882 0
882 1467 -8857
882 1755 -2096
882 1318 -9979
882 1697 -9460
882 1368 -5056
2001 883 0
883 1934 -7218
883 1663 -2928
883 1897 -3870
2001 884 0
884 1641 -4048
884 1270 -4451
884 1416 -105
884 1220 -1788
2001 885 0
885 1494 -7556
885 1653 -7209
885 1783 -3707
885 1769 -6712
885 1950 -2701
2001 886 0
886 1021 -4939
886 1088 -6353
886 1579 -9918
886 1956 -3670
2001 887 0
887 1290 -5891
887 1594 -2054
887 1094 -1884
887 1418 -7233
887 1689 -4559
887 1412 -4006
887 1229 -4863
887 1038 -238
887 1956 -8375
2001 888 0
888 1186 -1662
888 1855 -3384
888 1335 -3588
888 1424 -8303
888 1066 -8867
888 1173 -5801
2001 889 0
889 1656 -5348
889 1693 -7593
889 1607 -9917
889 1231 -7673
889 1159 -2248
2001 890 0
890 1009 -2552
890 1021 -3419
2001 891 0
891 1167 -8576
891 1596 -5203
891 1498 -478
2001 892 0
892 1543 -9667
892 1502 -4578
892 1210 -8214
892 1183 -2285
892 1944 -9297
892 1608 -8324
2001 893 0
893 1044 -3472
893 1263 -9025
893 1991 -3681
893 1357 -1617
893 1374 -2116
893 1514 -9617
893 1494 -2374
893 1745 -921
893 1173 -4783
2001 894 0
894 1332 -54
894 1613 -1450
894 1569 -6787
2001 895 0
895 1853 -2168
895 1254 -6844
895 1510 -9777
895 1817 -2393
2001 896 0
896 1907 -4989
896 1462 -8055
896 1834 -5282
896 1252 -2898
896 1924 -8639
896 1342 -3108
2001 897 0
897 1176 -3935
897 1821 -6356
897 1221 -1026
897 1899 -4139
897 1913 -2343
897 1385 -9397
897 1299 -2360
2001 898 0
898 1262 -8446
898 1998 -3185
2001 899 0
899 1598 -4849
899 1437 -4747
899 1621 -9802
899 1087 -9269
899 1890 -9041
899 1307 -923
899 1350 -6746
2001 900 0
900 1256 -814
900 1564 -59
900 1560 -2089
900 1860 -2895
2001 901 0
901 1222 -9931
901 1509 -7848
901 1444 -3789
901 1921 -8635
901 1866 -179
901 1405 -2707
2001 902 0
902 1191 -9254
902 1098 -2216
902 1189 -3651
902 1903 -8953
902 1316 -6046
902 1658 -765
2001 903 0
903 1255 -6851
903 1579 -1677
903 1778 -1810
903 1746 -1182
2001 904 0
904 1488 -3523
2001 905 0
905 1710 -8568
905 1646 -5538
905 1334 -8528
905 1188 -7000
905 1287 -3712
905 1059 -5182
905 1464 -7501
905 1525 -1326
905 1099 -8779
2001 906 0
906 1502 -2712
906 1690 -970
906 1151 -3414
906 1047 -7183
2001 907 0
907 1383 -8138
907 1097 -611
907 1384 -1910
907 1599 -8329
907 1857 -7998
907 1329 -7303
907 1257 -1051
2001 908 0
908 1994 -9358
908 1561 -7820
908 1148 -2292
908 1302 -8455
2001 909 0
909 1131 -3593
909 1155 -9672
909 1145 -7805
2001 910 0
910 1150 -1856
910 1933 -6070
910 1692 -8758
910 1094 -2300
910 1262 -5069
910 1802 -3931
910 1892 -4564
910 1123 -1911
910 1948 -5802
910 1441 -200
910 1557 -413
2001 911 0
911 1751 -2933
911 1327 -6300
911 1357 -1547
911 1736 -5661
911 1310 -3607
911 1138 -8147
911 1921 -9306
2001 912 0
912 1421 -5268
912 1805 -140
912 1453 -2840
912 1825 -4980
912 1071 -2090
912 1449 -2207
912 1542 -1040
912 1224 -554
2001 913 0
913 1336 -4418
913 1620 -9874
913 1480 -2984
913 1989 -126
913 1808 -5504
2001 914 0
914 1958 -6099
914 1792 -5082
914 1014 -6896
914 1192 -4874
914 1764 -159
2001 915 0
915 1416 -9044
915 1653 -1271
915 1214 -5502
915 1626 -218
2001 916 0
916 1343 -4111
916 1584 -1734
916 1980 -9695
916 1241 -5024
916 1528 -1528
916 1015 -5151
916 1311 -3416
916 1963 -8547
916 1039 -4190
916 1907 -2135
2001 917 0
917 1476 -958
917 1304 -5343
917 1497 -5991
917 1537 -6580
917 1271 -2635
917 1667 -3608
917 1654 -4207
2001 918 0
918 1908 -3117
918 1773 -9878
918 1717 -6187
918 1743 -4626
918 1120 -4504
918 1345 -193
918 1008 -3799
2001 919 0
919 1505 -2419
919 1040 -5047
919 1345 -3567
2001 920 0
920 1437 -8470
920 1216 -566
920 1118 -507
920 1038 -1475
920 1520 -4921
920 1763 -9223
2001 921 0
921 1598 -7173
921 1695 -8566
921 1859 -8939
921 1185 -2659
921 1944 -769
921 1205 -89
921 1593 -2841
921 1639 -9219
2001 922 0
922 1806 -4294
922 1581 -2139
922 1606 -3855
922 1151 -6490
922 1033 -1301
922 1135 -5843
922 1887 -1317
922 1479 -3891
922 1674 -757
922 1091 -5276
2001 923 0
923 1915 -2639
923 1440 -7244
923 1001 -1566
923 1231 -8127
923 1278 -4892
2001 924 0
924 1729 -7768
924 1484 -321
924 1115 -8562
2001 925 0
925 1187 -6167
925 1616 -8003
925 1018 -6109
925 1104 -8453
925 1875 -5319
2001 926 0
926 1204 -4650
926 1438 -1339
926 1725 -461
926 1201 -9256
926 1017 -2752
926 1401 -3996
2001 927 0
927 1174 -9211
927 1579 -7006
927 1265 -6140
927 1934 -8328
927 1204 -2141
2001 928 0
928 1661 -5868
928 1792 -8097
928 1782 -9652
928 1988 -3962
928 1253 -8230
928 1129 -6833
2001 929 0
929 1061 -7167
929 1554 -5357
929 1144 -9074
929 1227 -475
929 1764 -1509
929 1505 -1307
929 1395 -3883
929 1812 -9532
929 1400 -7317
929 1970 -107
2001 930 0
930 1784 -6766
930 1408 -7532
930 1135 -9223
2001 931 0
931 1646 -4764
931 1282 -4560
931 1400 -7313
931 1701 -91
931 1278 -7554
2001 932 0
932 1579 -5911
932 1448 -5284
2001 933 0
933 1275 -4615
933 1614 -2209
933 1584 -7988
933 1483 -6061
2001 934 0
934 1176 -5375
934 1309 -9970
934 1423 -4326
2001 935 0
935 1925 -8443
935 1304 -373
935 1949 -4130
2001 936 0
936 1401 -7833
2001 937 0
937 1136 -3397
937 1490 -3139
937 1303 -6675
2001 938 0
938 1380 -2301
938 1007 -8201
938 1140 -9038
938 1240 -1776
938 1460 -1595
938 1705 -7678
938 1177 -5653
938 1786 -3562
2001 939 0
939 1085 -3764
939 1923 -7324
2001 940 0
940 1038 -258
940 1288 -8304
940 1967 -6315
940 1858 -3865
940 1986 -2198
940 1725 -5661
940 1326 -688
2001 941 0
941 1015 -1679
941 1492 -9628
941 1529 -9117
2001 942 0
942 1988 -570
942 1107 -1596
942 1702 -8002
942 1085 -8025
942 1921 -425
942 1187 -4370
2001 943 0
943 1541 -6005
2001 944 0
944 1531 -7635
944 1636 -4288
944 1435 -2911
944 1132 -7550
944 1685 -367
944 1408 -3749
2001 945 0
945 1647 -2405
945 1806 -4594
945 1778 -5998
945 1974 -53
945 1736 -8998
945 1926 -3180
2001 946 0
946 1966 -7847
946 1271 -4918
2001 947 0
947 1269 -8303
2001 948 0
948 1190 -7993
948 1186 -8295
948 1781 -5451
948 1125 -7158
948 1669 -1008
948 1327 -1438
948 1868 -19
948 1705 -1682
948 1269 -9011
2001 949 0
949 1879 -5414
949 1954 -2503
949 1580 -7727
949 1607 -9637
949 1943 -3657
2001 950 0
950 1905 -2666
950 1398 -8223
950 1866 -1830
950 1645 -3154
950 1382 -7336
950 1041 -3540
2001 951 0
951 1851 -1338
951 1583 -2992
951 1823 -950
951 1152 -9421
951 1771 -8179
2001 952 0
952 1579 -6696
952 1321 -5110
952 1265 -8297
952 1317 -3100
952 1887 -5634
2001 953 0
953 1861 -4932
953 1971 -4484
953 1626 -4893
2001 954 0
954 1364 -4857
954 1523 -7766
954 1528 -4354
954 1375 -9000
954 1597 -4103
2001 955 0
955 1164 -8323
955 1482 -5464
955 1721 -3449
2001 956 0
956 1834 -2977
956 1674 -1288
956 1153 -1328
2001 957 0
957 1094 -9733
957 1204 -116
957 1140 -3322
957 1959 -422
957 1513 -8001
957 1617 -3751
2001 958 0
958 1407 -6231
958 1267 -3887
958 1644 -771
958 1874 -1503
958 1563 -4250
2001 959 0
959 1840 -5574
959 1913 -9268
959 1766 -7163
959 1535 -7967
959 1056 -8322
2001 960 0
960 1369 -2492
960 1944 -7664
960 1424 -8430
960 1049 -8906
2001 961 0
961 1309 -2236
961 1571 -5176
961 1064 -8736
961 1269 -1785
961 1940 -8752
961 1271 -6380
961 1149 -8598
2001 962 0
962 1873 -4005
962 1043 -4742
2001 963 0
963 1996 -4263
963 1991 -1931
963 1783 -7467
963 1827 -5304
963 1967 -9444
963 1162 -2842
963 1220 -153
963 1117 -867
963 1315 -1615
2001 964 0
964 1253 -3307
964 1859 -5056
964 1058 -3016
964 1485 -397
964 1243 -3577
2001 965 0
965 1329 -910
965 1556 -97
965 1898 -9956
2001 966 0
966 1463 -674
966 1934 -4236
966 1673 -6112
966 1917 -4003
966 1198 -4257
966 1623 -6728
966 1206 -4046
966 1962 -6862
2001 967 0
967 1133 -9180
967 1017 -3833
2001 968 0
968 1284 -8532
968 1906 -8172
968 1102 -2533
968 1280 -2810
968 1790 -3951
2001 969 0
969 1075 -7614
969 1310 -2092
969 1890 -1007
969 1392 -9045
2001 970 0
970 1235 -491
970 1151 -7834
970 1155 -5471
970 1253 -3216
970 1931 -5785
970 1964 -706
2001 971 0
971 1533 -8273
971 1531 -7939
971 1538 -3474
971 1427 -1111
2001 972 0
972 1934 -4380
972 1164 -1190
2001 973 0
973 1814 -9918
973 1222 -677
2001 974 0
974 1199 -3838
974 1457 -462
974 1941 -4878
974 1869 -7973
974 1226 -9328
974 1696 -7335
974 1967 -7235
974 1962 -4983
974 1636 -3223
2001 975 0
975 1959 -3439
975 1333 -2939
975 1716 -804
975 1079 -8581
975 1116 -3770
975 1390 -192
975 1830 -8068
975 1704 -8509
2001 976 0
976 1594 -9424
976 1807 -645
976 1489 -6213
2001 977 0
977 1145 -5282
977 1317 -114
977 1765 -8429
977 1532 -5976
2001 978 0
978 1743 -1725
978 1163 -2146
2001 979 0
979 1303 -4685
979 1943 -7490
979 1030 -2185
2001 980 0
980 1636 -1328
980 1858 -5250
980 1286 -3371
980 1214 -9685
980 1320 -1938
2001 981 0
981 1025 -3016
981 1384 -7514
981 1625 -9930
981 1289 -7649
2001 982 0
982 1830 -7199
982 1182 -979
982 1129 -3716
982 1536 -1065
982 1886 -8015
982 1469 -8216
982 1159 -1617
2001 983 0
983 1762 -3390
983 1910 -1579
2001 984 0
984 1493 -7496
984 1497 -3871
984 1800 -8007
984 1085 -5606
984 1147 -8910
984 1622 -3222
984 1238 -1316
984 1276 -6898
2001 985 0
985 1688 -9590
985 1438 -4230
985 1515 -3822
985 1744 -2435
985 1508 -8340
2001 986 0
986 1429 -1349
986 1353 -4617
986 1576 -9994
986 1585 -8195
986 1021 -9895
2001 987 0
987 1093 -2214
987 1002 -6753
987 1775 -9842
987 1584 -4905
987 1419 -5440
987 1593 -6495
987 1455 -1146
2001 988 0
988 1839 -125
988 1540 -2297
988 1489 -7558
988 1702 -8386
988 1223 -6516
988 1314 -9346
2001 989 0
989 1692 -9752
989 1587 -8742
989 1593 -805
2001 990 0
990 1418 -5701
990 1967 -8947
990 1224 -697
990 1684 -7348
2001 991 0
991 1026 -1315
991 1840 -9365
991 1345 -9280
991 1724 -9121
2001 992 0
992 1706 -9264
992 1111 -2634
992 1518 -6195
992 1962 -9447
2001 993 0
993 1338 -5883
993 1832 -2383
993 1191 -9460
993 1626 -2518
993 1607 -4957
2001 994 0
994 1844 -1527
994 1342 -4612
994 1360 -492
994 1849 -9123
994 1684 -7969
994 1260 -3458
994 1915 -9091
994 1496 -7492
994 1953 -9450
2001 995 0
995 1380 -5782
995 1689 -3548
995 1591 -2005
995 1702 -2795
995 1955 -962
995 1105 -780
2001 996 0
996 1472 -4915
996 1945 -5561
996 1838 -2750
996 1092 -8377
996 1917 -8759
996 1876 -9965
996 1301 -2029
996 1409 -9694
2001 997 0
997 1702 -4011
997 1951 -7735
997 1020 -9514
997 1419 -253
2001 998 0
998 1126 -3063
998 1116 -5075
998 1330 -5802
998 1361 -3330
2001 999 0
999 1472 -7355
999 1267 -3488
999 1354 -202
999 1872 -5032
2001 1000 0
1000 1149 -975
1000 1256 -3053
1000 1266 -6597
1001 2002 0
1002 2002 0
1003 2002 0
1004 2002 0
1005 2002 0
1006 2002 0
1007 2002 0
1008 2002 0
1009 2002 0
1010 2002 0
1011 2002 0
1012 2002 0
1013 2002 0
1014 2002 0
1015 2002 0
1016 2002 0
1017 2002 0
1018 2002 0
1019 2002 0
1020 2002 0
1021 2002 0
1022 2002 0
1023 2002 0
1024 2002 0
1025 2002 0
1026 2002 0
1027 2002 0
1028 2002 0
1029 2002 0
1030 2002 0
1031 2002 0
1032 2002 0
1033 2002 0
1034 2002 0
1035 2002 0
1036 2002 0
1037 2002 0
1038 2002 0
1039 2002 0
1040 2002 0
1041 2002 0
1042 2002 0
1043 2002 0
1044 2002 0
1045 2002 0
1046 2002 0
1047 2002 0
1048 2002 0
1049 2002 0
1050 2002 0
1051 2002 0
1052 2002 0
1053 2002 0
1054 2002 0
1055 2002 0
1056 2002 0
1057 2002 0
1058 2002 0
1059 2002 0
1060 2002 0
1061 2002 0
1062 2002 0
1063 2002 0
1064 2002 0
1065 2002 0
1066 2002 0
1067 2002 0
1068 2002 0
1069 2002 0
1070 2002 0
1071 2002 0
1072 2002 0
1073 2002 0
1074 2002 0
1075 2002 0
1076 2002 0
1077 2002 0
1078 2002 0
1079 2002 0
1080 2002 0
1081 2002 0
1082 2002 0
1083 2002 0
1084 2002 0
1085 2002 0
1086 2002 0
1087 2002 0
1088 2002 0
1089 2002 0
1090 2002 0
1091 2002 0
1092 2002 0
1093 2002 0
1094 2002 0
1095 2002 0
1096 2002 0
1097 2002 0
1098 2002 0
1099 2002 0
1100 2002 0
1101 2002 0
1102 2002 0
1103 2002 0
1104 2002 0
1105 2002 0
1106 2002 0
1107 2002 0
1108 2002 0
1109 2002 0
1110 2002 0
1111 2002 0
1112 2002 0
1113 2002 0
1114 2002 0
1115 2002 0
1116 2002 0
1117 2002 0
1118 2002 0
1119 2002 0
1120 2002 0
1121 2002 0
1122 2002 0
1123 2002 0
1124 2002 0
1125 2002 0
1126 2002 0
1127 2002 0
1128 2002 0
1129 2002 0
1130 2002 0
1131 2002 0
1132 2002 0
1133 2002 0
1134 2002 0
1135 2002 0
1136 2002 0
1137 2002 0
1138 2002 0
1139 2002 0
1140 2002 0
1141 2002 0
1142 2002 0
1143 2002 0
1144 2002 0
1145 2002 0
1146 2002 0
1147 2002 0
1148 2002 0
1149 2002 0
1150 2002 0
1151 2002 0
1152 2002 0
1153 2002 0
1154 2002 0
1155 2002 0
1156 2002 0
1157 2002 0
1158 2002 0
1159 2002 0
1160 2002 0
1161 2002 0
1162 2002 0
1163 2002 0
1164 2002 0
1165 2002 0
1166 2002 0
1167 2002 0
1168 2002 0
1169 2002 0
2001 1170 0
1171 2002 0
1172 2002 0
1173 2002 0
1174 2002 0
1175 2002 0
1176 2002 0
1177 2002 0
1178 2002 0
1179 2002 0
1180 2002 0
1181 2002 0
1182 2002 0
1183 2002 0
1184 2002 0
1185 2002 0
1186 2002 0
1187 2002 0
1188 2002 0
1189 2002 0
1190 2002 0
1191 2002 0
1192 2002 0
1193 2002 0
1194 2002 0
1195 2002 0
1196 2002 0
1197 2002 0
1198 2002 0
1199 2002 0
1200 2002 0
1201 2002 0
1202 2002 0
1203 2002 0
1204 2002 0
1205 2002 0
1206 2002 0
1207 2002 0
1208 2002 0
1209 2002 0
1210 2002 0
1211 2002 0
1212 2002 0
1213 2002 0
1214 2002 0
1215 2002 0
1216 2002 0
1217 2002 0
1218 2002 0
1219 2002 0
1220 2002 0
1221 2002 0
1222 2002 0
1223 2002 0
1224 2002 0
1225 2002 0
1226 2002 0
1227 2002 0
1228 2002 0
1229 2002 0
1230 2002 0
1231 2002 0
1232 2002 0
1233 2002 0
1234 2002 0
1235 2002 0
1236 2002 0
1237 2002 0
1238 2002 0
1239 2002 0
1240 2002 0
1241 2002 0
1242 2002 0
1243 2002 0
1244 2002 0
1245 2002 0
1246 2002 0
1247 2002 0
1248 2002 0
1249 2002 0
1250 2002 0
1251 2002 0
1252 2002 0
1253 2002 0
1254 2002 0
1255 2002 0
1256 2002 0
1257 2002 0
1258 2002 0
1259 2002 0
1260 2002 0
1261 2002 0
1262 2002 0
1263 2002 0
1264 2002 0
1265 2002 0
1266 2002 0
1267 2002 0
1268 2002 0
1269 2002 0
1270 2002 0
1271 2002 0
1272 2002 0
1273 2002 0
1274 2002 0
1275 2002 0
1276 2002 0
1277 2002 0
1278 2002 0
1279 2002 0
1280 2002 0
1281 2002 0
1282 2002 0
1283 2002 0
1284 2002 0
1285 2002 0
1286 2002 0
1287 2002 0
1288 2002 0
1289 2002 0
1290 2002 0
1291 2002 0
1292 2002 0
1293 2002 0
1294 2002 0
1295 2002 0
1296 2002 0
1297 2002 0
1298 2002 0
1299 2002 0
1300 2002 0
1301 2002 0
1302 2002 0
1303 2002 0
1304 2002 0
1305 2002 0
1306 2002 0
1307 2002 0
1308 2002 0
1309 2002 0
1310 2002 0
1311 2002 0
1312 2002 0
1313 2002 0
1314 2002 0
1315 2002 0
1316 2002 0
1317 2002 0
1318 2002 0
1319 2002 0
1320 2002 0
1321 2002 0
1322 2002 0
1323 2002 0
1324 2002 0
1325 2002 0
1326 2002 0
1327 2002 0
1328 2002 0
1329 2002 0
1330 2002 0
1331 2002 0
1332 2002 0
1333 2002 0
1334 2002 0
1335 2002 0
1336 2002 0
1337 2002 0
1338 2002 0
1339 2002 0
1340 2002 0
1341 2002 0
1342 2002 0
1343 2002 0
1344 2002 0
1345 2002 0
1346 2002 0
1347 2002 0
1348 2002 0
1349 2002 0
1350 2002 0
1351 2002 0
1352 2002 0
1353 2002 0
1354 2002 0
1355 2002 0
1356 2002 0
1357 2002 0
1358 2002 0
1359 2002 0
1360 2002 0
1361 2002 0
1362 2002 0
1363 2002 0
1364 2002 0
1365 2002 0
1366 2002 0
1367 2002 0
1368 2002 0
1369 2002 0
1370 2002 0
1371 2002 0
1372 2002 0
1373 2002 0
1374 2002 0
1375 2002 0
1376 2002 0
1377 2002 0
1378 2002 0
1379 2002 0
1380 2002 0
1381 2002 0
1382 2002 0
1383 2002 0
1384 2002 0
1385 2002 0
1386 2002 0
1387 2002 0
1388 2002 0
1389 2002 0
1390 2002 0
1391 2002 0
1392 2002 0
1393 2002 0
1394 2002 0
1395 2002 0
1396 2002 0
1397 2002 0
1398 2002 0
1399 2002 0
1400 2002 0
1401 2002 0
1402 2002 0
1403 2002 0
1404 2002 0
1405 2002 0
1406 2002 0
1407 2002 0
1408 2002 0
1409 2002 0
1410 2002 0
1411 2002 0
1412 2002 0
1413 2002 0
1414 2002 0
1415 2002 0
1416 2002 0
1417 2002 0
1418 2002 0
1419 2002 0
1420 2002 0
1421 2002 0
1422 2002 0
1423 2002 0
1424 2002 0
1425 2002 0
1426 2002 0
1427 2002 0
1428 2002 0
1429 2002 0
1430 2002 0
1431 2002 0
1432 2002 0
1433 2002 0
1434 2002 0
1435 2002 0
1436 2002 0
1437 2002 0
1438 2002 0
2001 1439 0
1440 2002 0
1441 2002 0
1442 2002 0
1443 2002 0
1444 2002 0
1445 2002 0
1446 2002 0
1447 2002 0
1448 2002 0
1449 2002 0
1450 2002 0
1451 2002 0
1452 2002 0
1453 2002 0
1454 2002 0
1455 2002 0
1456 2002 0
1457 2002 0
1458 2002 0
1459 2002 0
1460 2002 0
2001 1461 0
1462 2002 0
1463 2002 0
1464 2002 0
1465 2002 0
1466 2002 0
1467 2002 0
1468 2002 0
1469 2002 0
1470 2002 0
1471 2002 0
1472 2002 0
1473 2002 0
1474 2002 0
1475 2002 0
1476 2002 0
1477 2002 0
1478 2002 0
1479 2002 0
1480 2002 0
1481 2002 0
1482 2002 0
1483 2002 0
1484 2002 0
1485 2002 0
1486 2002 0
1487 2002 0
1488 2002 0
1489 2002 0
1490 2002 0
1491 2002 0
1492 2002 0
1493 2002 0
1494 2002 0
1495 2002 0
1496 2002 0
1497 2002 0
1498 2002 0
1499 2002 0
1500 2002 0
1501 2002 0
1502 2002 0
1503 2002 0
1504 2002 0
1505 2002 0
1506 2002 0
1507 2002 0
1508 2002 0
1509 2002 0
1510 2002 0
2001 1511 0
1512 2002 0
1513 2002 0
1514 2002 0
1515 2002 0
1516 2002 0
1517 2002 0
1518 2002 0
1519 2002 0
1520 2002 0
1521 2002 0
2001 1522 0
1523 2002 0
1524 2002 0
1525 2002 0
1526 2002 0
1527 2002 0
1528 2002 0
1529 2002 0
1530 2002 0
1531 2002 0
1532 2002 0
1533 2002 0
1534 2002 0
1535 2002 0
1536 2002 0
1537 2002 0
1538 2002 0
1539 2002 0
1540 2002 0
1541 2002 0
1542 2002 0
1543 2002 0
1544 2002 0
1545 2002 0
1546 2002 0
1547 2002 0
1548 2002 0
1549 2002 0
1550 2002 0
1551 2002 0
1552 2002 0
1553 2002 0
1554 2002 0
1555 2002 0
1556 2002 0
1557 2002 0
1558 2002 0
1559 2002 0
